FNSKU,Date,units_sold,inventory_level
X003D08K7F,2025-05-02,,1.0
X003D08K7P,2025-05-02,,1.0
X003D0IC1T,2025-05-02,,16.0
X003D13CWR,2025-05-02,,0.0
X003D17LO7,2025-05-02,,22.0
X003D18F0V,2025-05-02,,6.0
X003DTG4RJ,2025-05-02,,4.0
X003DTG4RT,2025-05-02,,32.0
X003DTKRJF,2025-05-02,,6.0
X003DTMYS7,2025-05-02,,16.0
X003F3HIFF,2025-05-02,,196.0
X003IVKM9X,2025-05-02,,1.0
X003KY8DX5,2025-05-02,,1.0
X003KY8ECF,2025-05-02,11.0,170.0
X003U4SOZH,2025-05-02,,3.0
X003UMS7GP,2025-05-02,,69.0
X003UMUR2R,2025-05-02,,2.0
X003UMX0SZ,2025-05-02,,2.0
X003UMZ9MZ,2025-05-02,,4.0
X003UMZICV,2025-05-02,,13.0
X003UORTML,2025-05-02,1.0,11.0
X003UP09GD,2025-05-02,,16.0
X003UPENE7,2025-05-02,1.0,79.0
X003UPIT83,2025-05-02,,2.0
X003UPODAB,2025-05-02,,132.0
X003USHJTZ,2025-05-02,,4.0
X003USK3TN,2025-05-02,,1.0
X003USKOSN,2025-05-02,,3.0
X003UTA0ZT,2025-05-02,,28.0
X003UUGOFX,2025-05-02,,1.0
X003UUJ8P1,2025-05-02,,3.0
X003UUJ8PL,2025-05-02,1.0,1.0
X003UUJ8PV,2025-05-02,,1.0
X003UUK9OZ,2025-05-02,,45.0
X003UUK9P9,2025-05-02,,0.0
X003UUKCOR,2025-05-02,,19.0
X003UUNWOJ,2025-05-02,,8.0
X003X5S4IZ,2025-05-02,,21.0
X003XRFY63,2025-05-02,,16.0
X003XRIQBX,2025-05-02,,4.0
X003XWDWPN,2025-05-02,8.0,240.0
X003XY1BM7,2025-05-02,,8.0
X0040LJ2Y1,2025-05-02,,10.0
X0040LPZ9H,2025-05-02,,1.0
X0040WN7TV,2025-05-02,,102.0
X0040WN8RR,2025-05-02,,113.0
X0042MD77B,2025-05-02,,98.0
X0042MFK53,2025-05-02,2.0,51.0
X0045X3SYT,2025-05-02,,1.0
X0045XB64D,2025-05-02,,11.0
X0045XB7AB,2025-05-02,,1.0
X0045XBHE7,2025-05-02,,31.0
X0045XGEZT,2025-05-02,1.0,38.0
X0045XGKV7,2025-05-02,,6.0
X00460KGG9,2025-05-02,,2.0
X00460OWXR,2025-05-02,1.0,3.0
X0047NAE7B,2025-05-02,,13.0
X0047NGJ61,2025-05-02,1.0,5.0
X004AOHWDV,2025-05-02,,14.0
X004DR4JZT,2025-05-02,,18.0
X004DR56B5,2025-05-02,1.0,220.0
X004DVT57R,2025-05-02,,20.0
X004EFKUUX,2025-05-02,2.0,95.0
X004GWOQDB,2025-05-02,,10.0
X004GWU0JZ,2025-05-02,,24.0
X004J6XCHF,2025-05-02,,28.0
X004J7FULZ,2025-05-02,2.0,38.0
X004J7FX9J,2025-05-02,,54.0
X004JBSX1Z,2025-05-02,,10.0
X004KPTZET,2025-05-02,,0.0
X004KQ2OC3,2025-05-02,,6.0
X004KTY3IX,2025-05-02,2.0,5.0
B07JZXVSCL,2025-05-03,,16.0
X002QDWKDZ,2025-05-03,,2.0
X002QDY6S7,2025-05-03,,5.0
X002R36WHJ,2025-05-03,,1.0
X002RRW3HD,2025-05-03,,2.0
X002WV0W27,2025-05-03,,2.0
X002WV2I47,2025-05-03,,13.0
X002XS22DV,2025-05-03,,1.0
X0032IPGMZ,2025-05-03,,3.0
X003303Y03,2025-05-03,,39.0
X00334B0UF,2025-05-03,,0.0
X0033GGGYN,2025-05-03,,2.0
X0033VQME7,2025-05-03,1.0,130.0
X0033WCG3R,2025-05-03,,16.0
X0033WCGMN,2025-05-03,,24.0
X0033WPNNH,2025-05-03,,3.0
X0033XJWSN,2025-05-03,,18.0
X00345CV97,2025-05-03,,29.0
X00345DNPD,2025-05-03,2.0,71.0
X00345J8N9,2025-05-03,,3.0
X0034Y233H,2025-05-03,,181.0
X0034YU8C5,2025-05-03,,85.0
X0034YUTCJ,2025-05-03,1.0,57.0
X0034YV5GD,2025-05-03,,53.0
X0034Z1CFV,2025-05-03,1.0,258.0
X0034Z3QMD,2025-05-03,,1.0
X0034Z53KV,2025-05-03,,84.0
X00353GGEJ,2025-05-03,2.0,300.0
X00353LJ2N,2025-05-03,,3.0
X0035RXC2J,2025-05-03,,8.0
X0039TRW4R,2025-05-03,,95.0
X0039TXMEB,2025-05-03,1.0,51.0
X0039VNZN7,2025-05-03,,3.0
X0039VQH2N,2025-05-03,1.0,7.0
X0039VT0DL,2025-05-03,,11.0
X003CYQ9H5,2025-05-03,,14.0
X003CYU953,2025-05-03,,125.0
X003CYU9OJ,2025-05-03,,160.0
X003CYX4I7,2025-05-03,,50.0
X003CZ3U0N,2025-05-03,,1.0
X003CZT935,2025-05-03,4.0,19.0
X003D08K7F,2025-05-03,,1.0
X003D08K7P,2025-05-03,,1.0
X003D0IC1T,2025-05-03,,16.0
X003D17LO7,2025-05-03,,22.0
X003D18F0V,2025-05-03,,6.0
X003DTG4RJ,2025-05-03,,4.0
X003DTG4RT,2025-05-03,,32.0
X003DTKRJF,2025-05-03,,6.0
X003DTMYS7,2025-05-03,,16.0
X003F3HIFF,2025-05-03,,196.0
X003IVKM9X,2025-05-03,,1.0
X003KY8DX5,2025-05-03,,1.0
X003KY8ECF,2025-05-03,2.0,168.0
X003U4SOZH,2025-05-03,,3.0
X003UMS7GP,2025-05-03,1.0,68.0
X003UMUR2R,2025-05-03,,2.0
X003UMX0SZ,2025-05-03,,2.0
X003UMZ9MZ,2025-05-03,,4.0
X003UMZICV,2025-05-03,,13.0
X003UORTML,2025-05-03,,11.0
X003UP09GD,2025-05-03,,16.0
X003UPENE7,2025-05-03,1.0,78.0
X003UPIT83,2025-05-03,,2.0
X003UPODAB,2025-05-03,,132.0
X003USHJTZ,2025-05-03,,4.0
X003USK3TN,2025-05-03,,1.0
X003USKOSN,2025-05-03,,3.0
X003UTA0ZT,2025-05-03,,28.0
X003UUGOFX,2025-05-03,,1.0
X003UUJ8P1,2025-05-03,1.0,2.0
X003UUJ8PL,2025-05-03,1.0,1.0
X003UUJ8PV,2025-05-03,,1.0
X003UUK9OZ,2025-05-03,1.0,44.0
X003UUKCOR,2025-05-03,,19.0
X003UUNWOJ,2025-05-03,,8.0
X003X5S4IZ,2025-05-03,2.0,19.0
X003XRFY63,2025-05-03,,16.0
X003XRIQBX,2025-05-03,,4.0
X003XWDWPN,2025-05-03,7.0,233.0
X003XY1BM7,2025-05-03,,8.0
X0040LJ2Y1,2025-05-03,,10.0
X0040LPZ9H,2025-05-03,,0.0
X0040WN7TV,2025-05-03,,102.0
X0040WN8RR,2025-05-03,,113.0
X0042MD77B,2025-05-03,,98.0
X0042MFK53,2025-05-03,2.0,49.0
X0045X3SYT,2025-05-03,,1.0
X0045XB64D,2025-05-03,,11.0
X0045XB7AB,2025-05-03,,1.0
X0045XBHE7,2025-05-03,,31.0
X0045XGEZT,2025-05-03,1.0,37.0
X0045XGKV7,2025-05-03,,6.0
X00460KGG9,2025-05-03,,2.0
X00460OWXR,2025-05-03,,3.0
X0047NAE7B,2025-05-03,,13.0
X0047NGJ61,2025-05-03,,5.0
X004AOHWDV,2025-05-03,,14.0
X004DR4JZT,2025-05-03,1.0,17.0
X004DR56B5,2025-05-03,1.0,219.0
X004DVT57R,2025-05-03,1.0,19.0
X004EFKUUX,2025-05-03,,0.0
X004GWOQDB,2025-05-03,1.0,9.0
X004GWU0JZ,2025-05-03,,24.0
X004J6XCHF,2025-05-03,,28.0
X004J7FULZ,2025-05-03,2.0,36.0
X004J7FX9J,2025-05-03,,54.0
X004JBSX1Z,2025-05-03,,10.0
X004KPTZET,2025-05-03,,0.0
X004KQ2OC3,2025-05-03,,6.0
X004KTY3IX,2025-05-03,,5.0
B07JZXVSCL,2025-05-04,,16.0
X002QDWKDZ,2025-05-04,,3.0
X002QDY6S7,2025-05-04,2.0,3.0
X002R36WHJ,2025-05-04,,1.0
X002RRW3HD,2025-05-04,,2.0
X002WV0W27,2025-05-04,,2.0
X002WV2I47,2025-05-04,,13.0
X002XS22DV,2025-05-04,,1.0
X0032IPGMZ,2025-05-04,,3.0
X003303Y03,2025-05-04,,39.0
X0033GGGYN,2025-05-04,,2.0
X0033VQME7,2025-05-04,1.0,129.0
X0033WCG3R,2025-05-04,,16.0
X0033WCGMN,2025-05-04,,24.0
X0033WPNNH,2025-05-04,,3.0
X0033XJWSN,2025-05-04,,18.0
X00345CV97,2025-05-04,,29.0
X00345DNPD,2025-05-04,,71.0
X00345J8N9,2025-05-04,,3.0
X0034Y233H,2025-05-04,1.0,179.0
X0034YU8C5,2025-05-04,2.0,83.0
X0034YUTCJ,2025-05-04,,57.0
X0034YV5GD,2025-05-04,,53.0
X0034Z1CFV,2025-05-04,1.0,0.0
X0034Z3QMD,2025-05-04,,1.0
X0034Z53KV,2025-05-04,1.0,83.0
X00353GGEJ,2025-05-04,1.0,0.0
X00353LJ2N,2025-05-04,,3.0
X0035RXC2J,2025-05-04,,8.0
X0039TRW4R,2025-05-04,2.0,93.0
X0039TXMEB,2025-05-04,,51.0
X0039VNZN7,2025-05-04,,3.0
X0039VQH2N,2025-05-04,2.0,5.0
X0039VT0DL,2025-05-04,,8.0
X003CYQ9H5,2025-05-04,,14.0
X003CYU953,2025-05-04,,125.0
X003CYU9OJ,2025-05-04,,160.0
X003CYX4I7,2025-05-04,3.0,40.0
X003CZ3U0N,2025-05-04,,1.0
X003CZT935,2025-05-04,2.0,17.0
X003D08K7F,2025-05-04,,1.0
X003D08K7P,2025-05-04,,1.0
X003D0IC1T,2025-05-04,,16.0
X003D17LO7,2025-05-04,,22.0
X003D18F0V,2025-05-04,,5.0
X003DTG4RJ,2025-05-04,,4.0
X003DTG4RT,2025-05-04,,32.0
X003DTKRJF,2025-05-04,,6.0
X003DTMYS7,2025-05-04,,16.0
X003F3HIFF,2025-05-04,,196.0
X003IVKM9X,2025-05-04,,1.0
X003KY8DX5,2025-05-04,,1.0
X003KY8ECF,2025-05-04,3.0,163.0
X003U4SOZH,2025-05-04,,3.0
X003UMS7GP,2025-05-04,,68.0
X003UMUR2R,2025-05-04,,2.0
X003UMX0SZ,2025-05-04,,2.0
X003UMZ9MZ,2025-05-04,,4.0
X003UMZICV,2025-05-04,,13.0
X003UORTML,2025-05-04,,11.0
X003UP09GD,2025-05-04,,16.0
X003UPENE7,2025-05-04,3.0,75.0
X003UPIT83,2025-05-04,,2.0
X003UPODAB,2025-05-04,,132.0
X003USHJTZ,2025-05-04,,1.0
X003USK3TN,2025-05-04,,0.0
X003USKOSN,2025-05-04,,3.0
X003UTA0ZT,2025-05-04,,28.0
X003UUGOFX,2025-05-04,,1.0
X003UUJ8P1,2025-05-04,1.0,1.0
X003UUJ8PL,2025-05-04,1.0,1.0
X003UUJ8PV,2025-05-04,,1.0
X003UUK9OZ,2025-05-04,,44.0
X003UUKCOR,2025-05-04,,19.0
X003UUNWOJ,2025-05-04,,8.0
X003X5S4IZ,2025-05-04,,13.0
X003XRFY63,2025-05-04,,16.0
X003XRIQBX,2025-05-04,,4.0
X003XWDWPN,2025-05-04,5.0,228.0
X003XY1BM7,2025-05-04,,8.0
X0040LJ2Y1,2025-05-04,,10.0
X0040WN7TV,2025-05-04,,102.0
X0040WN8RR,2025-05-04,,113.0
X0042MD77B,2025-05-04,,98.0
X0042MFK53,2025-05-04,3.0,46.0
X0045X3SYT,2025-05-04,,1.0
X0045XB64D,2025-05-04,,11.0
X0045XB7AB,2025-05-04,,1.0
X0045XBHE7,2025-05-04,,31.0
X0045XGEZT,2025-05-04,1.0,36.0
X0045XGKV7,2025-05-04,,6.0
X00460KGG9,2025-05-04,,2.0
X00460OWXR,2025-05-04,,3.0
X0047NAE7B,2025-05-04,,13.0
X0047NGJ61,2025-05-04,,6.0
X004AOHWDV,2025-05-04,,8.0
X004DR4JZT,2025-05-04,1.0,16.0
X004DR56B5,2025-05-04,2.0,217.0
X004DVT57R,2025-05-04,1.0,18.0
X004EFKUUX,2025-05-04,2.0,0.0
X004GWOQDB,2025-05-04,2.0,7.0
X004GWU0JZ,2025-05-04,,12.0
X004J6XCHF,2025-05-04,,28.0
X004J7FULZ,2025-05-04,2.0,34.0
X004J7FX9J,2025-05-04,,54.0
X004JBSX1Z,2025-05-04,,11.0
X004KPTZET,2025-05-04,,0.0
X004KQ2OC3,2025-05-04,,6.0
X004KTY3IX,2025-05-04,,5.0
B07JZXVSCL,2025-05-05,,16.0
X002QDWKDZ,2025-05-05,,3.0
X002QDY6S7,2025-05-05,,3.0
X002R36WHJ,2025-05-05,,1.0
X002RRW3HD,2025-05-05,,2.0
X002WV0W27,2025-05-05,,2.0
X002WV2I47,2025-05-05,,13.0
X002XS22DV,2025-05-05,,1.0
X0032IPGMZ,2025-05-05,,3.0
X003303Y03,2025-05-05,,39.0
X0033GGGYN,2025-05-05,,2.0
X0033VQME7,2025-05-05,,129.0
X0033WCG3R,2025-05-05,,16.0
X0033WCGMN,2025-05-05,,24.0
X0033WPNNH,2025-05-05,,3.0
X0033XJWSN,2025-05-05,,18.0
X00345CV97,2025-05-05,,29.0
X00345DNPD,2025-05-05,2.0,69.0
X00345J8N9,2025-05-05,,3.0
X0034Y233H,2025-05-05,,179.0
X0034YU8C5,2025-05-05,,121.0
X0034YUTCJ,2025-05-05,,56.0
X0034YV5GD,2025-05-05,,53.0
X0034Z1CFV,2025-05-05,1.0,256.0
X0034Z3QMD,2025-05-05,,1.0
X0034Z53KV,2025-05-05,,83.0
X00353GGEJ,2025-05-05,3.0,296.0
X00353LJ2N,2025-05-05,,3.0
X0035RXC2J,2025-05-05,,8.0
X0039TRW4R,2025-05-05,2.0,92.0
X0039TXMEB,2025-05-05,,51.0
X0039VNZN7,2025-05-05,,3.0
X0039VQH2N,2025-05-05,,5.0
X0039VT0DL,2025-05-05,,8.0
X003CYQ9H5,2025-05-05,,14.0
X003CYU953,2025-05-05,,125.0
X003CYU9OJ,2025-05-05,,160.0
X003CYX4I7,2025-05-05,1.0,39.0
X003CZ3U0N,2025-05-05,,1.0
X003CZT935,2025-05-05,4.0,13.0
X003D08K7F,2025-05-05,,1.0
X003D08K7P,2025-05-05,,1.0
X003D0IC1T,2025-05-05,,14.0
X003D17LO7,2025-05-05,,22.0
X003D18F0V,2025-05-05,,5.0
X003DTG4RJ,2025-05-05,,4.0
X003DTG4RT,2025-05-05,,32.0
X003DTKRJF,2025-05-05,,6.0
X003DTMYS7,2025-05-05,,16.0
X003F3HIFF,2025-05-05,,196.0
X003IVKM9X,2025-05-05,,1.0
X003KY8DX5,2025-05-05,1.0,1.0
X003KY8ECF,2025-05-05,4.0,167.0
X003U4SOZH,2025-05-05,,3.0
X003UMS7GP,2025-05-05,,73.0
X003UMUR2R,2025-05-05,,2.0
X003UMX0SZ,2025-05-05,,2.0
X003UMZ9MZ,2025-05-05,,3.0
X003UMZICV,2025-05-05,,13.0
X003UORTML,2025-05-05,,11.0
X003UP09GD,2025-05-05,,16.0
X003UPENE7,2025-05-05,3.0,72.0
X003UPIT83,2025-05-05,,2.0
X003UPODAB,2025-05-05,,132.0
X003USHJTZ,2025-05-05,,1.0
X003USK3TN,2025-05-05,,10.0
X003USKOSN,2025-05-05,,3.0
X003UTA0ZT,2025-05-05,,28.0
X003UUGOFX,2025-05-05,,1.0
X003UUJ8P1,2025-05-05,1.0,0.0
X003UUJ8PL,2025-05-05,,1.0
X003UUJ8PV,2025-05-05,,1.0
X003UUK9OZ,2025-05-05,,43.0
X003UUKCOR,2025-05-05,,19.0
X003UUNWOJ,2025-05-05,,8.0
X003X5S4IZ,2025-05-05,,13.0
X003XRFY63,2025-05-05,,16.0
X003XRIQBX,2025-05-05,,4.0
X003XWDWPN,2025-05-05,10.0,218.0
X003XY1BM7,2025-05-05,,8.0
X0040LJ2Y1,2025-05-05,,0.0
X0040WN7TV,2025-05-05,,102.0
X0040WN8RR,2025-05-05,,113.0
X0042MD77B,2025-05-05,,98.0
X0042MFK53,2025-05-05,6.0,39.0
X0045X3SYT,2025-05-05,,1.0
X0045XB64D,2025-05-05,,11.0
X0045XB7AB,2025-05-05,,1.0
X0045XBHE7,2025-05-05,,31.0
X0045XGEZT,2025-05-05,6.0,30.0
X0045XGKV7,2025-05-05,,6.0
X00460KGG9,2025-05-05,,2.0
X00460OWXR,2025-05-05,,3.0
X0047NAE7B,2025-05-05,,13.0
X0047NGJ61,2025-05-05,3.0,3.0
X004AOHWDV,2025-05-05,,7.0
X004DR4JZT,2025-05-05,2.0,14.0
X004DR56B5,2025-05-05,2.0,215.0
X004DVT57R,2025-05-05,,18.0
X004EFKUUX,2025-05-05,,0.0
X004GWOQDB,2025-05-05,,7.0
X004GWU0JZ,2025-05-05,,12.0
X004J6XCHF,2025-05-05,,28.0
X004J7FULZ,2025-05-05,3.0,31.0
X004J7FX9J,2025-05-05,,54.0
X004JBSX1Z,2025-05-05,,11.0
X004KPTZET,2025-05-05,,0.0
X004KQ2OC3,2025-05-05,,6.0
X004KTY3IX,2025-05-05,1.0,4.0
B07JZXVSCL,2025-05-06,,16.0
X002QDWKDZ,2025-05-06,,3.0
X002QDY6S7,2025-05-06,2.0,1.0
X002R36WHJ,2025-05-06,,1.0
X002RRW3HD,2025-05-06,,2.0
X002WV0W27,2025-05-06,,2.0
X002WV2I47,2025-05-06,,13.0
X002XS22DV,2025-05-06,,1.0
X0032IPGMZ,2025-05-06,,3.0
X003303Y03,2025-05-06,,39.0
X0033GGGYN,2025-05-06,,2.0
X0033VQME7,2025-05-06,,129.0
X0033WCG3R,2025-05-06,,16.0
X0033WCGMN,2025-05-06,,24.0
X0033WPNNH,2025-05-06,,3.0
X0033XJWSN,2025-05-06,,18.0
X00345CV97,2025-05-06,,29.0
X00345DNPD,2025-05-06,1.0,68.0
X00345J8N9,2025-05-06,,3.0
X0034Y233H,2025-05-06,,179.0
X0034YU8C5,2025-05-06,1.0,100.0
X0034YUTCJ,2025-05-06,1.0,55.0
X0034YV5GD,2025-05-06,,53.0
X0034Z1CFV,2025-05-06,1.0,255.0
X0034Z3QMD,2025-05-06,,1.0
X0034Z53KV,2025-05-06,1.0,82.0
X00353GGEJ,2025-05-06,1.0,295.0
X00353LJ2N,2025-05-06,,3.0
X0035RXC2J,2025-05-06,,8.0
X0039TRW4R,2025-05-06,,92.0
X0039TXMEB,2025-05-06,,51.0
X0039VNZN7,2025-05-06,,3.0
X0039VQH2N,2025-05-06,,5.0
X0039VT0DL,2025-05-06,,8.0
X003CYQ9H5,2025-05-06,,14.0
X003CYU953,2025-05-06,,125.0
X003CYU9OJ,2025-05-06,,160.0
X003CYX4I7,2025-05-06,,44.0
X003CZ3U0N,2025-05-06,1.0,0.0
X003CZT935,2025-05-06,9.0,4.0
X003D08K7F,2025-05-06,,1.0
X003D08K7P,2025-05-06,,1.0
X003D0IC1T,2025-05-06,2.0,12.0
X003D17LO7,2025-05-06,,22.0
X003D18F0V,2025-05-06,,5.0
X003DTG4RJ,2025-05-06,,4.0
X003DTG4RT,2025-05-06,,32.0
X003DTKRJF,2025-05-06,,6.0
X003DTMYS7,2025-05-06,,16.0
X003F3HIFF,2025-05-06,1.0,195.0
X003IVKM9X,2025-05-06,,1.0
X003KY8DX5,2025-05-06,,1.0
X003KY8ECF,2025-05-06,11.0,152.0
X003U4SOZH,2025-05-06,,3.0
X003UMS7GP,2025-05-06,1.0,47.0
X003UMUR2R,2025-05-06,,2.0
X003UMX0SZ,2025-05-06,,2.0
X003UMZ9MZ,2025-05-06,,3.0
X003UMZICV,2025-05-06,,13.0
X003UORTML,2025-05-06,1.0,10.0
X003UP09GD,2025-05-06,1.0,15.0
X003UPENE7,2025-05-06,2.0,70.0
X003UPIT83,2025-05-06,,2.0
X003UPODAB,2025-05-06,,132.0
X003USHJTZ,2025-05-06,,1.0
X003USK3TN,2025-05-06,,10.0
X003USKOSN,2025-05-06,,3.0
X003UTA0ZT,2025-05-06,,28.0
X003UUGOFX,2025-05-06,,1.0
X003UUJ8PL,2025-05-06,,1.0
X003UUJ8PV,2025-05-06,,1.0
X003UUK9OZ,2025-05-06,9.0,34.0
X003UUKCOR,2025-05-06,,19.0
X003UUNWOJ,2025-05-06,1.0,7.0
X003X5S4IZ,2025-05-06,,13.0
X003XRFY63,2025-05-06,,16.0
X003XRIQBX,2025-05-06,,4.0
X003XWDWPN,2025-05-06,12.0,206.0
X003XY1BM7,2025-05-06,,8.0
X0040LJ2Y1,2025-05-06,,0.0
X0040WN7TV,2025-05-06,,102.0
X0040WN8RR,2025-05-06,,113.0
X0042MD77B,2025-05-06,,98.0
X0042MFK53,2025-05-06,14.0,26.0
X0045X3SYT,2025-05-06,,1.0
X0045XB64D,2025-05-06,,11.0
X0045XB7AB,2025-05-06,,1.0
X0045XBHE7,2025-05-06,,31.0
X0045XGEZT,2025-05-06,2.0,28.0
X0045XGKV7,2025-05-06,,6.0
X00460KGG9,2025-05-06,,2.0
X00460OWXR,2025-05-06,,3.0
X0047NAE7B,2025-05-06,1.0,12.0
X0047NGJ61,2025-05-06,,3.0
X004AOHWDV,2025-05-06,,7.0
X004DR4JZT,2025-05-06,,14.0
X004DR56B5,2025-05-06,3.0,212.0
X004DVT57R,2025-05-06,,18.0
X004EFKUUX,2025-05-06,4.0,0.0
X004GWOQDB,2025-05-06,,7.0
X004GWU0JZ,2025-05-06,,12.0
X004J6XCHF,2025-05-06,,28.0
X004J7FULZ,2025-05-06,2.0,29.0
X004J7FX9J,2025-05-06,,54.0
X004JBSX1Z,2025-05-06,,11.0
X004KPTZET,2025-05-06,,0.0
X004KQ2OC3,2025-05-06,,6.0
X004KTY3IX,2025-05-06,,0.0
B07JZXVSCL,2025-05-07,,16.0
X002QDWKDZ,2025-05-07,,3.0
X002QDY6S7,2025-05-07,1.0,0.0
X002R36WHJ,2025-05-07,,1.0
X002RRW3HD,2025-05-07,,2.0
X002WV0W27,2025-05-07,,2.0
X002WV2I47,2025-05-07,,13.0
X002XS22DV,2025-05-07,,1.0
X0032IPGMZ,2025-05-07,,3.0
X003303Y03,2025-05-07,,39.0
X0033GGGYN,2025-05-07,,1.0
X0033VQME7,2025-05-07,1.0,128.0
X0033WCG3R,2025-05-07,,16.0
X0033WCGMN,2025-05-07,,23.0
X0033WPNNH,2025-05-07,,3.0
X0033XJWSN,2025-05-07,,18.0
X00345CV97,2025-05-07,,29.0
X00345DNPD,2025-05-07,,67.0
X00345J8N9,2025-05-07,,3.0
X0034Y233H,2025-05-07,1.0,178.0
X0034YU8C5,2025-05-07,,103.0
X0034YUTCJ,2025-05-07,,55.0
X0034YV5GD,2025-05-07,,53.0
X0034Z1CFV,2025-05-07,,255.0
X0034Z3QMD,2025-05-07,,1.0
X0034Z53KV,2025-05-07,,81.0
X00353GGEJ,2025-05-07,3.0,292.0
X00353LJ2N,2025-05-07,,3.0
X0035RXC2J,2025-05-07,,8.0
X0039TRW4R,2025-05-07,1.0,91.0
X0039TXMEB,2025-05-07,1.0,50.0
X0039VNZN7,2025-05-07,,2.0
X0039VQH2N,2025-05-07,,5.0
X0039VT0DL,2025-05-07,,8.0
X003CYQ9H5,2025-05-07,,14.0
X003CYU953,2025-05-07,,125.0
X003CYU9OJ,2025-05-07,,160.0
X003CYX4I7,2025-05-07,1.0,46.0
X003CZT935,2025-05-07,1.0,3.0
X003D08K7F,2025-05-07,,1.0
X003D08K7P,2025-05-07,,1.0
X003D0IC1T,2025-05-07,,12.0
X003D17LO7,2025-05-07,,22.0
X003D18F0V,2025-05-07,,5.0
X003DTG4RJ,2025-05-07,,4.0
X003DTG4RT,2025-05-07,,32.0
X003DTKRJF,2025-05-07,,6.0
X003DTMYS7,2025-05-07,,16.0
X003F3HIFF,2025-05-07,,195.0
X003IVKM9X,2025-05-07,,1.0
X003KY8DX5,2025-05-07,1.0,1.0
X003KY8ECF,2025-05-07,12.0,143.0
X003U4SOZH,2025-05-07,,3.0
X003UMS7GP,2025-05-07,1.0,41.0
X003UMUR2R,2025-05-07,,2.0
X003UMX0SZ,2025-05-07,,2.0
X003UMZ9MZ,2025-05-07,,3.0
X003UMZICV,2025-05-07,,13.0
X003UORTML,2025-05-07,,10.0
X003UP09GD,2025-05-07,,15.0
X003UPENE7,2025-05-07,2.0,68.0
X003UPIT83,2025-05-07,,2.0
X003UPODAB,2025-05-07,,132.0
X003USHJTZ,2025-05-07,,1.0
X003USK3TN,2025-05-07,,10.0
X003USKOSN,2025-05-07,,3.0
X003UTA0ZT,2025-05-07,,28.0
X003UUGOFX,2025-05-07,,1.0
X003UUJ8PL,2025-05-07,,1.0
X003UUJ8PV,2025-05-07,,1.0
X003UUK9OZ,2025-05-07,,33.0
X003UUKCOR,2025-05-07,,19.0
X003UUNWOJ,2025-05-07,,7.0
X003X5S4IZ,2025-05-07,,12.0
X003XRFY63,2025-05-07,,16.0
X003XRIQBX,2025-05-07,,4.0
X003XWDWPN,2025-05-07,16.0,190.0
X003XY1BM7,2025-05-07,,8.0
X0040LJ2Y1,2025-05-07,,0.0
X0040WN7TV,2025-05-07,,102.0
X0040WN8RR,2025-05-07,,116.0
X0042MD77B,2025-05-07,,98.0
X0042MFK53,2025-05-07,3.0,23.0
X0045X3SYT,2025-05-07,,1.0
X0045XB64D,2025-05-07,,11.0
X0045XB7AB,2025-05-07,,1.0
X0045XBHE7,2025-05-07,,31.0
X0045XGEZT,2025-05-07,1.0,27.0
X0045XGKV7,2025-05-07,,6.0
X00460KGG9,2025-05-07,,2.0
X00460OWXR,2025-05-07,,3.0
X0047NAE7B,2025-05-07,,12.0
X0047NGJ61,2025-05-07,,5.0
X004AOHWDV,2025-05-07,,7.0
X004DR4JZT,2025-05-07,,14.0
X004DR56B5,2025-05-07,,212.0
X004DVT57R,2025-05-07,1.0,17.0
X004EFKUUX,2025-05-07,1.0,0.0
X004GWOQDB,2025-05-07,,7.0
X004GWU0JZ,2025-05-07,,12.0
X004J6XCHF,2025-05-07,,28.0
X004J7FULZ,2025-05-07,3.0,25.0
X004J7FX9J,2025-05-07,,54.0
X004JBSX1Z,2025-05-07,,11.0
X004KPTZET,2025-05-07,,6.0
X004KQ2OC3,2025-05-07,,6.0
X004KTY3IX,2025-05-07,,4.0
B07JZXVSCL,2025-05-08,,16.0
X002QDWKDZ,2025-05-08,,3.0
X002QDY6S7,2025-05-08,,9.0
X002R36WHJ,2025-05-08,,1.0
X002RRW3HD,2025-05-08,,2.0
X002WV0W27,2025-05-08,,2.0
X002WV2I47,2025-05-08,,13.0
X002XS22DV,2025-05-08,,1.0
X0032IPGMZ,2025-05-08,,3.0
X003303Y03,2025-05-08,,39.0
X0033GGGYN,2025-05-08,,1.0
X0033VQME7,2025-05-08,,128.0
X0033WCG3R,2025-05-08,,16.0
X0033WCGMN,2025-05-08,1.0,22.0
X0033WPNNH,2025-05-08,,3.0
X0033XJWSN,2025-05-08,,18.0
X00345CTET,2025-05-08,,1.0
X00345CV97,2025-05-08,,29.0
X00345DNPD,2025-05-08,,67.0
X00345J8N9,2025-05-08,,3.0
X0034Y233H,2025-05-08,1.0,177.0
X0034YU8C5,2025-05-08,2.0,98.0
X0034YUTCJ,2025-05-08,1.0,54.0
X0034YV5GD,2025-05-08,,53.0
X0034Z1CFV,2025-05-08,1.0,254.0
X0034Z3QMD,2025-05-08,,1.0
X0034Z53KV,2025-05-08,,80.0
X00353GGEJ,2025-05-08,2.0,291.0
X00353LJ2N,2025-05-08,,3.0
X0035RXC2J,2025-05-08,,8.0
X0039TRW4R,2025-05-08,,91.0
X0039TXMEB,2025-05-08,,50.0
X0039VNZN7,2025-05-08,,2.0
X0039VQH2N,2025-05-08,,5.0
X0039VT0DL,2025-05-08,,8.0
